"","date","bioguide_id","count_protest","count_protest_size","count_non_normative","count_violent","count_palestine_protests","size_palestine_protests","non_normative_palestine_protests","violent_palestine_protests","count_israel_protests","size_israel_protests","non_normative_israel_protests","violent_israel_protests","count_neutral_protests","size_neutral_protests","non_normative_neutral_protests","violent_neutral_protests"
"4291","2024-02-05","P000197",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4292","2024-02-05","P000605",1,112,1,0,1,112,1,0,0,0,0,0,0,0,0,0
"4293","2024-02-05","S001168",2,140,1,0,2,140,1,0,1,60,1,0,0,0,0,0
"4294","2024-02-05","S001183",1,7,0,0,1,7,0,0,0,0,0,0,0,0,0,0
"4295","2024-02-05","S001205",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4296","2024-02-05","T000469",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4297","2024-02-05","W000815",1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0
"4298","2024-02-06","B001292",1,25,0,0,1,25,0,0,0,0,0,0,0,0,0,0
"4299","2024-02-06","B001299",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4300","2024-02-06","B001301",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4301","2024-02-06","B001313",1,110,0,0,1,110,0,0,0,0,0,0,0,0,0,0
"4302","2024-02-06","C001039",1,20,0,0,1,20,0,0,0,0,0,0,0,0,0,0
"4303","2024-02-06","D000197",1,70,0,0,1,70,0,0,0,0,0,0,0,0,0,0
"4304","2024-02-06","D000399",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4305","2024-02-06","D000632",1,40,0,0,1,40,0,0,0,0,0,0,0,0,0,0
"4306","2024-02-06","E000215",2,90,0,0,1,45,0,0,1,45,0,0,0,0,0,0
"4307","2024-02-06","G000551",2,47,0,0,2,47,0,0,0,0,0,0,0,0,0,0
"4308","2024-02-06","G000595",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4309","2024-02-06","G000599",2,90,0,0,2,90,0,0,0,0,0,0,0,0,0,0
"4310","2024-02-06","K000381",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4311","2024-02-06","L000569",3,136,2,0,2,91,2,0,1,45,0,0,0,0,0,0
"4312","2024-02-06","M001143",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4313","2024-02-06","M001160",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4314","2024-02-06","M001223",3,214,0,0,3,214,0,0,0,0,0,0,0,0,0,0
"4315","2024-02-06","P000197",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4316","2024-02-06","P000614",1,19,0,0,1,19,0,0,0,0,0,0,0,0,0,0
"4317","2024-02-06","S001183",1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0
"4318","2024-02-06","T000460",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4319","2024-02-06","T000469",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4320","2024-02-07","B001292",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4321","2024-02-07","B001298",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4322","2024-02-07","C001080",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4323","2024-02-07","C001135",1,22,0,0,1,22,0,0,0,0,0,0,0,0,0,0
"4324","2024-02-07","D000624",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4325","2024-02-07","E000215",3,135,0,0,2,90,0,0,1,45,0,0,0,0,0,0
"4326","2024-02-07","G000559",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4327","2024-02-07","G000595",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4328","2024-02-07","G000599",7,409,1,0,5,406,1,0,2,3,0,0,0,0,0,0
"4329","2024-02-07","H001068",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4330","2024-02-07","K000009",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4331","2024-02-07","L000273",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4332","2024-02-07","L000557",1,35,0,0,1,35,0,0,0,0,0,0,0,0,0,0
"4333","2024-02-07","L000560",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4334","2024-02-07","M001160",1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0
"4335","2024-02-07","M001223",1,19,0,0,1,19,0,0,0,0,0,0,0,0,0,0
"4336","2024-02-07","M001229",2,90,0,0,2,90,0,0,0,0,0,0,0,0,0,0
"4337","2024-02-07","O000173",1,11,0,0,1,11,0,0,0,0,0,0,0,0,0,0
"4338","2024-02-07","P000197",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4339","2024-02-07","S001145",1,100,1,0,1,100,1,0,0,0,0,0,0,0,0,0
"4340","2024-02-07","S001183",1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0
"4341","2024-02-07","T000469",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4342","2024-02-07","W000798",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4343","2024-02-08","B001292",1,65,0,0,1,65,0,0,0,0,0,0,0,0,0,0
"4344","2024-02-08","C001078",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4345","2024-02-08","C001101",4,243,0,0,3,225,0,0,1,18,0,0,0,0,0,0
"4346","2024-02-08","C001126",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4347","2024-02-08","D000626",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4348","2024-02-08","D000632",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4349","2024-02-08","E000215",3,645,0,0,2,600,0,0,1,45,0,0,0,0,0,0
"4350","2024-02-08","F000476",2,63,0,0,2,63,0,0,0,0,0,0,0,0,0,0
"4351","2024-02-08","G000585",2,200,0,0,2,200,0,0,0,0,0,0,0,0,0,0
"4352","2024-02-08","G000595",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4353","2024-02-08","G000599",13,1775,2,0,12,1750,2,0,1,25,0,0,0,0,0,0
"4354","2024-02-08","H001093",1,150,0,0,1,150,0,0,0,0,0,0,0,0,0,0
"4355","2024-02-08","H001094",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4356","2024-02-08","K000009",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4357","2024-02-08","K000382",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4358","2024-02-08","L000562",1,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0
"4359","2024-02-08","L000578",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4360","2024-02-08","L000601",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4361","2024-02-08","M001160",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4362","2024-02-08","M001221",1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"4363","2024-02-08","M001223",2,219,0,0,2,219,0,0,0,0,0,0,0,0,0,0
"4364","2024-02-08","M001227",1,8,0,0,1,8,0,0,0,0,0,0,0,0,0,0
"4365","2024-02-08","O000173",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4366","2024-02-08","P000034",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4367","2024-02-08","P000197",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4368","2024-02-08","P000616",1,36,1,0,1,36,1,0,0,0,0,0,0,0,0,0
"4369","2024-02-08","S000168",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4370","2024-02-08","S001183",1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0
"4371","2024-02-08","S001211",1,28,0,0,1,28,0,0,0,0,0,0,0,0,0,0
"4372","2024-02-08","T000469",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4373","2024-02-08","T000481",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4374","2024-02-08","W000788",2,56,0,0,2,56,0,0,0,0,0,0,0,0,0,0
"4375","2024-02-08","W000826",1,45,0,0,0,0,0,0,0,0,0,0,1,45,0,0
"4376","2024-02-09","B001278",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4377","2024-02-09","B001292",1,35,0,0,1,35,0,0,0,0,0,0,0,0,0,0
"4378","2024-02-09","B001300",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4379","2024-02-09","B001313",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4380","2024-02-09","C001130",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4381","2024-02-09","D000096",1,55,0,0,1,55,0,0,0,0,0,0,0,0,0,0
"4382","2024-02-09","D000216",1,60,0,0,0,0,0,0,1,60,0,0,0,0,0,0
"4383","2024-02-09","E000215",3,135,0,0,3,135,0,0,0,0,0,0,0,0,0,0
"4384","2024-02-09","E000296",2,115,0,0,2,115,0,0,0,0,0,0,0,0,0,0
"4385","2024-02-09","F000474",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4386","2024-02-09","G000551",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4387","2024-02-09","G000568",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4388","2024-02-09","G000574",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4389","2024-02-09","G000583",4,131,0,0,2,85,0,0,2,46,0,0,0,0,0,0
"4390","2024-02-09","G000585",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4391","2024-02-09","G000595",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4392","2024-02-09","G000599",4,170,1,0,3,125,1,0,1,45,0,0,0,0,0,0
"4393","2024-02-09","H001068",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4394","2024-02-09","J000298",1,100,1,1,1,100,1,1,0,0,0,0,0,0,0,0
"4395","2024-02-09","K000402",1,6,0,0,1,6,0,0,0,0,0,0,0,0,0,0
"4396","2024-02-09","L000273",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4397","2024-02-09","L000562",1,24,1,0,1,24,1,0,0,0,0,0,0,0,0,0
"4398","2024-02-09","L000593",1,35,0,0,1,35,0,0,0,0,0,0,0,0,0,0
"4399","2024-02-09","M000312",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4400","2024-02-09","M001143",1,60,0,0,1,60,0,0,0,0,0,0,0,0,0,0
"4401","2024-02-09","M001215",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4402","2024-02-09","M001223",2,325,0,0,2,325,0,0,0,0,0,0,0,0,0,0
"4403","2024-02-09","M001229",4,140,0,0,4,140,0,0,0,0,0,0,0,0,0,0
"4404","2024-02-09","N000015",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4405","2024-02-09","P000197",2,170,0,0,2,170,0,0,0,0,0,0,0,0,0,0
"4406","2024-02-09","S001159",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4407","2024-02-09","S001183",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"4408","2024-02-09","S001207",1,60,0,0,1,60,0,0,0,0,0,0,0,0,0,0
"4409","2024-02-09","S001212",2,75,0,0,2,75,0,0,0,0,0,0,0,0,0,0
"4410","2024-02-09","T000469",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4411","2024-02-09","W000822",2,24,0,0,2,24,0,0,0,0,0,0,0,0,0,0
"4412","2024-02-09","W000828",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4413","2024-02-10","B001278",2,55,0,0,2,55,0,0,0,0,0,0,0,0,0,0
"4414","2024-02-10","B001292",1,35,0,0,1,35,0,0,0,0,0,0,0,0,0,0
"4415","2024-02-10","C001090",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4416","2024-02-10","C001101",2,90,0,0,2,90,0,0,0,0,0,0,0,0,0,0
"4417","2024-02-10","C001112",1,18,1,1,1,18,1,1,0,0,0,0,0,0,0,0
"4418","2024-02-10","D000096",2,1625,0,0,2,1625,0,0,0,0,0,0,0,0,0,0
"4419","2024-02-10","D000197",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4420","2024-02-10","E000215",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4421","2024-02-10","E000298",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4422","2024-02-10","F000459",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4423","2024-02-10","F000477",2,90,1,1,2,90,1,1,0,0,0,0,0,0,0,0
"4424","2024-02-10","G000551",2,90,0,0,2,90,0,0,0,0,0,0,0,0,0,0
"4425","2024-02-10","G000585",2,445,0,0,2,445,0,0,0,0,0,0,0,0,0,0
"4426","2024-02-10","G000592",2,90,0,0,2,90,0,0,0,0,0,0,0,0,0,0
"4427","2024-02-10","G000599",7,1268,3,2,6,1259,2,1,1,9,1,1,0,0,0,0
"4428","2024-02-10","H001068",2,90,0,0,2,90,0,0,0,0,0,0,0,0,0,0
"4429","2024-02-10","H001072",1,60,0,0,1,60,0,0,0,0,0,0,0,0,0,0
"4430","2024-02-10","H001094",2,245,0,0,2,245,0,0,0,0,0,0,0,0,0,0
"4431","2024-02-10","J000298",2,155,0,0,2,155,0,0,0,0,0,0,0,0,0,0
"4432","2024-02-10","K000381",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4433","2024-02-10","L000273",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4434","2024-02-10","L000551",2,90,0,0,2,90,0,0,0,0,0,0,0,0,0,0
"4435","2024-02-10","L000562",2,90,0,0,2,90,0,0,0,0,0,0,0,0,0,0
"4436","2024-02-10","L000593",1,8,0,0,1,8,0,0,0,0,0,0,0,0,0,0
"4437","2024-02-10","L000602",1,40,0,0,1,40,0,0,0,0,0,0,0,0,0,0
"4438","2024-02-10","M000312",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4439","2024-02-10","M001135",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4440","2024-02-10","M001213",1,35,0,0,1,35,0,0,0,0,0,0,0,0,0,0
"4441","2024-02-10","N000188",1,18,0,0,1,18,0,0,0,0,0,0,0,0,0,0
"4442","2024-02-10","N000191",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4443","2024-02-10","P000034",1,32,0,0,1,32,0,0,0,0,0,0,0,0,0,0
"4444","2024-02-10","P000197",2,90,1,1,2,90,1,1,0,0,0,0,0,0,0,0
"4445","2024-02-10","P000597",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4446","2024-02-10","P000605",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4447","2024-02-10","P000608",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4448","2024-02-10","R000579",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4449","2024-02-10","S000185",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4450","2024-02-10","S001148",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4451","2024-02-10","S001183",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"4452","2024-02-10","S001199",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4453","2024-02-10","S001205",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4454","2024-02-10","S001207",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4455","2024-02-10","S001213",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4456","2024-02-10","T000468",1,225,0,0,1,225,0,0,0,0,0,0,0,0,0,0
"4457","2024-02-10","T000474",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4458","2024-02-10","V000129",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4459","2024-02-10","V000135",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4460","2024-02-10","W000815",1,24,0,0,1,24,0,0,0,0,0,0,0,0,0,0
"4461","2024-02-10","W000822",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4462","2024-02-10","Z000018",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4463","2024-02-11","A000379",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4464","2024-02-11","B000825",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4465","2024-02-11","B001292",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4466","2024-02-11","B001295",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4467","2024-02-11","C001068",1,8,0,0,0,0,0,0,1,8,0,0,0,0,0,0
"4468","2024-02-11","C001101",2,245,0,0,2,245,0,0,0,0,0,0,0,0,0,0
"4469","2024-02-11","C001110",1,22,0,0,1,22,0,0,0,0,0,0,0,0,0,0
"4470","2024-02-11","C001112",1,45,1,1,1,45,1,1,0,0,0,0,0,0,0,0
"4471","2024-02-11","C001132",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4472","2024-02-11","D000096",1,25,0,0,0,0,0,0,1,25,0,0,0,0,0,0
"4473","2024-02-11","D000197",1,50,0,0,1,50,0,0,0,0,0,0,0,0,0,0
"4474","2024-02-11","D000216",3,47,0,0,2,46,0,0,1,1,0,0,0,0,0,0
"4475","2024-02-11","D000624",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4476","2024-02-11","E000215",3,68,0,0,1,45,0,0,2,23,0,0,0,0,0,0
"4477","2024-02-11","G000583",2,130,0,0,0,0,0,0,2,130,0,0,0,0,0,0
"4478","2024-02-11","G000592",2,90,0,0,2,90,0,0,0,0,0,0,0,0,0,0
"4479","2024-02-11","G000599",7,330,0,0,5,230,0,0,2,100,0,0,0,0,0,0
"4480","2024-02-11","H001047",1,32,0,0,0,0,0,0,1,32,0,0,0,0,0,0
"4481","2024-02-11","J000298",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4482","2024-02-11","J000302",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4483","2024-02-11","K000009",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4484","2024-02-11","K000375",2,90,0,0,2,90,0,0,0,0,0,0,0,0,0,0
"4485","2024-02-11","L000551",1,70,0,0,1,70,0,0,0,0,0,0,0,0,0,0
"4486","2024-02-11","L000560",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4487","2024-02-11","L000562",1,18,0,0,1,18,0,0,0,0,0,0,0,0,0,0
"4488","2024-02-11","L000598",1,90,0,0,0,0,0,0,1,90,0,0,0,0,0,0
"4489","2024-02-11","L000599",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4490","2024-02-11","M000312",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4491","2024-02-11","M000687",1,80,0,0,0,0,0,0,1,80,0,0,0,0,0,0
"4492","2024-02-11","M001160",1,11,0,0,0,0,0,0,1,11,0,0,0,0,0,0
"4493","2024-02-11","M001163",1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0
"4494","2024-02-11","M001229",1,10,0,0,0,0,0,0,1,10,0,0,0,0,0,0
"4495","2024-02-11","P000197",1,45,1,0,1,45,1,0,0,0,0,0,0,0,0,0
"4496","2024-02-11","P000597",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4497","2024-02-11","P000613",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4498","2024-02-11","P000618",1,250,0,0,1,250,0,0,0,0,0,0,0,0,0,0
"4499","2024-02-11","R000305",2,58,0,0,2,58,0,0,0,0,0,0,0,0,0,0
"4500","2024-02-11","R000606",1,42,0,0,0,0,0,0,1,42,0,0,0,0,0,0
"4501","2024-02-11","S001183",2,46,0,0,2,46,0,0,0,0,0,0,0,0,0,0
"4502","2024-02-11","S001201",2,121,0,0,0,0,0,0,2,121,0,0,0,0,0,0
"4503","2024-02-11","S001207",2,77,0,0,1,45,0,0,1,32,0,0,0,0,0,0
"4504","2024-02-11","S001214",1,22,0,0,0,0,0,0,1,22,0,0,0,0,0,0
"4505","2024-02-11","T000165",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4506","2024-02-11","T000460",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4507","2024-02-11","T000463",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4508","2024-02-11","T000468",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4509","2024-02-12","B001292",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4510","2024-02-12","B001303",1,100,1,0,1,100,1,0,0,0,0,0,0,0,0,0
"4511","2024-02-12","B001307",1,8,0,0,1,8,0,0,0,0,0,0,0,0,0,0
"4512","2024-02-12","B001313",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4513","2024-02-12","C001080",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4514","2024-02-12","C001101",3,345,0,0,3,345,0,0,0,0,0,0,0,0,0,0
"4515","2024-02-12","C001110",1,60,0,0,1,60,0,0,0,0,0,0,0,0,0,0
"4516","2024-02-12","D000096",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4517","2024-02-12","D000197",2,145,0,0,2,145,0,0,0,0,0,0,0,0,0,0
"4518","2024-02-12","D000399",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4519","2024-02-12","E000215",3,290,0,0,2,245,0,0,1,45,0,0,0,0,0,0
"4520","2024-02-12","F000477",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4521","2024-02-12","G000551",1,70,0,0,1,70,0,0,0,0,0,0,0,0,0,0
"4522","2024-02-12","G000574",2,51,0,0,2,51,0,0,0,0,0,0,0,0,0,0
"4523","2024-02-12","G000578",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4524","2024-02-12","G000585",3,335,1,0,3,335,1,0,0,0,0,0,0,0,0,0
"4525","2024-02-12","G000592",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4526","2024-02-12","G000595",1,7,0,0,1,7,0,0,0,0,0,0,0,0,0,0
"4527","2024-02-12","G000598",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4528","2024-02-12","G000599",10,922,4,0,9,877,4,0,1,45,0,0,0,0,0,0
"4529","2024-02-12","H001072",1,50,0,0,1,50,0,0,0,0,0,0,0,0,0,0
"4530","2024-02-12","H001093",1,30,0,0,1,30,0,0,0,0,0,0,0,0,0,0
"4531","2024-02-12","H001096",2,44,0,0,1,40,0,0,1,4,0,0,0,0,0,0
"4532","2024-02-12","J000298",1,500,0,0,1,500,0,0,0,0,0,0,0,0,0,0
"4533","2024-02-12","L000397",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4534","2024-02-12","L000564",1,22,0,0,1,22,0,0,0,0,0,0,0,0,0,0
"4535","2024-02-12","L000597",1,125,0,0,1,125,0,0,0,0,0,0,0,0,0,0
"4536","2024-02-12","M000312",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4537","2024-02-12","M001160",1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0
"4538","2024-02-12","M001196",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4539","2024-02-12","N000188",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4540","2024-02-12","P000197",3,112,0,0,3,112,0,0,0,0,0,0,0,0,0,0
"4541","2024-02-12","P000597",1,250,0,0,1,250,0,0,0,0,0,0,0,0,0,0
"4542","2024-02-12","S001205",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4543","2024-02-12","S001218",1,90,0,0,1,90,0,0,0,0,0,0,0,0,0,0
"4544","2024-02-12","S001221",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4545","2024-02-12","T000467",1,35,0,0,1,35,0,0,0,0,0,0,0,0,0,0
"4546","2024-02-12","T000468",1,125,0,0,1,125,0,0,0,0,0,0,0,0,0,0
"4547","2024-02-12","T000469",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4548","2024-02-12","V000129",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4549","2024-02-12","W000815",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4550","2024-02-12","W000822",1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0
"4551","2024-02-13","B001292",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4552","2024-02-13","B001295",1,25,0,0,1,25,0,0,0,0,0,0,0,0,0,0
"4553","2024-02-13","B001299",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4554","2024-02-13","B001301",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4555","2024-02-13","C001112",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4556","2024-02-13","D000399",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4557","2024-02-13","E000215",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4558","2024-02-13","E000296",2,5001,0,0,1,5000,0,0,1,1,0,0,0,0,0,0
"4559","2024-02-13","F000476",1,80,0,0,1,80,0,0,0,0,0,0,0,0,0,0
"4560","2024-02-13","G000551",1,110,0,0,1,110,0,0,0,0,0,0,0,0,0,0
"4561","2024-02-13","G000574",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4562","2024-02-13","G000585",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4563","2024-02-13","G000595",1,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0
"4564","2024-02-13","G000599",4,198,0,0,3,153,0,0,1,45,0,0,0,0,0,0
"4565","2024-02-13","K000009",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4566","2024-02-13","L000602",1,175,0,0,1,175,0,0,0,0,0,0,0,0,0,0
"4567","2024-02-13","M000312",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4568","2024-02-13","M001160",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4569","2024-02-13","M001213",1,200,0,0,1,200,0,0,0,0,0,0,0,0,0,0
"4570","2024-02-13","M001223",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4571","2024-02-13","P000197",1,2000,0,0,1,2000,0,0,0,0,0,0,0,0,0,0
"4572","2024-02-13","P000605",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4573","2024-02-13","P000607",1,4,1,0,1,4,1,0,0,0,0,0,0,0,0,0
"4574","2024-02-13","P000608",1,200,0,0,1,200,0,0,0,0,0,0,0,0,0,0
"4575","2024-02-13","P000618",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4576","2024-02-13","R000579",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4577","2024-02-13","S000185",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4578","2024-02-13","S001183",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"4579","2024-02-13","T000460",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4580","2024-02-13","T000469",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4581","2024-02-13","W000788",1,400,0,0,1,400,0,0,0,0,0,0,0,0,0,0
"4582","2024-02-14","B001292",1,25,0,0,1,25,0,0,0,0,0,0,0,0,0,0
"4583","2024-02-14","B001298",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
"4584","2024-02-14","C001061",1,45,0,0,1,45,0,0,0,0,0,0,0,0,0,0
