"","date","bioguide_id","count_statement","sum_legislative_discussion","sum_bipartisan","sum_attack","sum_floor","sum_newsletters","sum_source_statements"
"984","2023-11-02","V000133",1,0,0,0,1,0,0
"985","2023-11-02","W000797",5,4,1,0,5,0,0
"986","2023-11-02","W000804",3,2,0,0,0,3,0
"987","2023-11-02","W000809",7,5,0,0,3,0,4
"988","2023-11-03","A000148",9,6,1,0,0,9,0
"989","2023-11-03","A000369",4,4,0,0,0,4,0
"990","2023-11-03","B001223",8,2,0,0,0,8,0
"991","2023-11-03","B001248",2,1,0,0,0,2,0
"992","2023-11-03","B001299",1,0,0,0,0,1,0
"993","2023-11-03","B001302",3,2,0,0,0,3,0
"994","2023-11-03","B001317",3,3,0,0,0,3,0
"995","2023-11-03","C001051",4,2,0,0,0,4,0
"996","2023-11-03","C001068",4,3,0,0,0,4,0
"997","2023-11-03","D000197",3,0,0,0,0,3,0
"998","2023-11-03","D000623",1,1,0,0,1,0,0
"999","2023-11-03","E000215",3,3,1,0,0,3,0
"1000","2023-11-03","E000235",6,3,1,0,0,6,0
"1001","2023-11-03","F000468",6,6,2,0,0,6,0
"1002","2023-11-03","F000478",3,1,0,0,0,3,0
"1003","2023-11-03","G000061",4,3,1,0,0,4,0
"1004","2023-11-03","G000583",4,4,3,0,4,0,0
"1005","2023-11-03","G000586",2,1,0,0,0,2,0
"1006","2023-11-03","H001052",3,2,0,0,0,3,0
"1007","2023-11-03","H001068",9,8,2,0,0,9,0
"1008","2023-11-03","H001072",1,0,0,0,0,1,0
"1009","2023-11-03","J000301",2,2,0,0,0,2,0
"1010","2023-11-03","J000304",9,3,0,0,0,9,0
"1011","2023-11-03","K000376",5,2,1,0,0,5,0
"1012","2023-11-03","K000391",1,0,0,0,0,1,0
"1013","2023-11-03","K000400",6,2,0,0,0,6,0
"1014","2023-11-03","L000266",3,3,1,0,0,3,0
"1015","2023-11-03","L000564",6,5,0,0,0,6,0
"1016","2023-11-03","L000566",1,1,1,0,0,1,0
"1017","2023-11-03","L000569",1,1,0,0,0,1,0
"1018","2023-11-03","L000583",3,2,0,0,0,3,0
"1019","2023-11-03","L000599",4,4,0,0,0,4,0
"1020","2023-11-03","L000601",1,1,0,0,0,1,0
"1021","2023-11-03","M001136",4,3,0,0,0,4,0
"1022","2023-11-03","M001143",2,2,0,0,0,2,0
"1023","2023-11-03","M001157",3,2,0,0,0,3,0
"1024","2023-11-03","M001159",2,2,0,0,0,2,0
"1025","2023-11-03","M001212",1,0,0,0,0,1,0
"1026","2023-11-03","M001224",3,3,1,0,0,3,0
"1027","2023-11-03","N000026",4,1,1,0,0,4,0
"1028","2023-11-03","N000189",4,4,0,0,0,4,0
"1029","2023-11-03","N000190",3,0,0,0,0,3,0
"1030","2023-11-03","N000194",3,2,1,0,1,2,0
"1031","2023-11-03","O000173",2,2,0,0,0,2,0
"1032","2023-11-03","P000034",3,2,1,0,0,3,0
"1033","2023-11-03","P000048",3,1,0,0,0,3,0
"1034","2023-11-03","P000614",2,2,0,0,0,2,0
"1035","2023-11-03","P000615",3,3,0,0,0,3,0
"1036","2023-11-03","R000609",1,0,0,0,0,1,0
"1037","2023-11-03","S001135",1,1,0,0,0,1,0
"1038","2023-11-03","S001177",1,1,0,0,0,1,0
"1039","2023-11-03","S001213",2,2,0,0,0,2,0
"1040","2023-11-03","S001224",2,2,0,0,0,2,0
"1041","2023-11-03","T000165",4,4,2,0,0,4,0
"1042","2023-11-03","T000467",2,2,0,0,0,2,0
"1043","2023-11-03","V000129",2,2,0,0,0,2,0
"1044","2023-11-03","W000798",2,2,1,0,0,2,0
"1045","2023-11-03","W000809",4,3,0,0,0,4,0
"1046","2023-11-03","W000814",7,6,0,0,0,7,0
"1047","2023-11-03","W000821",2,2,0,0,0,2,0
"1048","2023-11-03","W000825",2,0,0,0,0,2,0
"1049","2023-11-03","W000826",1,1,0,0,0,1,0
"1050","2023-11-03","Z000018",2,2,0,0,0,2,0
"1051","2023-11-04","D000594",2,2,0,0,0,2,0
"1052","2023-11-04","G000576",1,0,0,0,0,1,0
"1053","2023-11-04","G000595",2,1,0,0,0,2,0
"1054","2023-11-04","J000307",2,2,0,0,0,2,0
"1055","2023-11-04","K000382",7,3,0,0,0,7,0
"1056","2023-11-04","L000596",1,1,0,0,0,1,0
"1057","2023-11-04","M001199",1,1,1,0,0,1,0
"1058","2023-11-04","S000250",4,3,0,0,0,4,0
"1059","2023-11-04","S001172",4,3,0,0,0,4,0
"1060","2023-11-04","S001209",5,4,2,0,0,5,0
"1061","2023-11-04","S001221",1,1,1,0,0,1,0
"1062","2023-11-04","T000469",5,5,0,0,0,5,0
"1063","2023-11-04","T000478",13,10,1,0,0,13,0
"1064","2023-11-05","A000372",3,3,1,0,0,3,0
"1065","2023-11-05","B001257",1,1,0,0,0,1,0
"1066","2023-11-05","B001291",2,2,0,0,0,2,0
"1067","2023-11-05","B001295",1,1,0,0,0,1,0
"1068","2023-11-05","B001316",3,3,0,0,0,3,0
"1069","2023-11-05","C001103",3,1,0,0,0,3,0
"1070","2023-11-05","D000628",4,4,0,0,0,4,0
"1071","2023-11-05","D000633",4,3,0,0,0,4,0
"1072","2023-11-05","G000565",3,2,0,0,0,3,0
"1073","2023-11-05","G000597",3,3,0,0,0,3,0
"1074","2023-11-05","H001096",5,2,1,0,0,5,0
"1075","2023-11-05","J000295",3,2,0,0,0,3,0
"1076","2023-11-05","J000302",2,1,0,0,0,2,0
"1077","2023-11-05","K000392",2,1,0,0,0,2,0
"1078","2023-11-05","K000398",1,1,0,0,0,1,0
"1079","2023-11-05","L000600",4,3,0,0,0,4,0
"1080","2023-11-05","M001156",1,1,1,0,0,1,0
"1081","2023-11-05","M001205",4,4,2,0,0,4,0
"1082","2023-11-05","M001210",2,1,0,0,0,2,0
"1083","2023-11-05","M001215",3,1,0,0,0,3,0
"1084","2023-11-05","R000610",2,1,0,0,0,2,0
"1085","2023-11-05","S000168",5,4,0,0,0,5,0
"1086","2023-11-05","S001214",4,4,0,0,0,4,0
"1087","2023-11-05","W000815",4,4,2,0,0,4,0
"1088","2023-11-05","W000828",3,3,0,0,0,3,0
"1089","2023-11-06","B000668",1,1,0,0,0,1,0
"1090","2023-11-06","C000059",3,0,0,0,0,0,3
"1091","2023-11-06","C001066",1,1,0,0,0,1,0
"1092","2023-11-06","C001115",3,2,0,0,0,3,0
"1093","2023-11-06","C001118",3,2,0,0,0,3,0
"1094","2023-11-06","C001133",3,3,0,0,0,3,0
"1095","2023-11-06","D000032",3,3,0,0,0,3,0
"1096","2023-11-06","D000623",1,1,0,0,0,1,0
"1097","2023-11-06","G000577",1,1,0,0,0,1,0
"1098","2023-11-06","G000593",13,6,1,0,0,13,0
"1099","2023-11-06","G000596",1,0,0,1,1,0,0
"1100","2023-11-06","H001081",3,3,0,0,0,3,0
"1101","2023-11-06","J000302",1,1,0,0,1,0,0
"1102","2023-11-06","J000304",5,2,0,0,0,5,0
"1103","2023-11-06","J000305",1,0,0,1,1,0,0
"1104","2023-11-06","K000399",3,3,1,0,0,3,0
"1105","2023-11-06","L000578",1,0,0,0,1,0,0
"1106","2023-11-06","L000597",4,3,0,0,0,4,0
"1107","2023-11-06","M001213",2,2,0,0,0,2,0
"1108","2023-11-06","M001218",1,1,0,1,1,0,0
"1109","2023-11-06","M001220",2,2,1,0,0,2,0
"1110","2023-11-06","O000086",2,2,0,0,0,2,0
"1111","2023-11-06","P000613",3,2,0,0,0,3,0
"1112","2023-11-06","S001177",1,1,0,0,0,0,1
"1113","2023-11-06","S001183",1,1,0,0,0,1,0
"1114","2023-11-06","S001189",2,1,0,0,0,2,0
"1115","2023-11-06","S001190",5,3,2,0,0,5,0
"1116","2023-11-06","S001195",6,3,0,0,0,6,0
"1117","2023-11-06","S001212",2,2,0,0,0,2,0
"1118","2023-11-06","T000481",4,1,0,0,0,0,4
"1119","2023-11-06","W000806",3,2,0,0,0,3,0
"1120","2023-11-06","W000812",3,2,0,0,0,3,0
"1121","2023-11-07","A000055",1,0,0,0,0,0,1
"1122","2023-11-07","B001311",4,3,0,0,0,4,0
"1123","2023-11-07","B001314",1,0,0,0,1,0,0
"1124","2023-11-07","C001059",4,0,0,0,4,0,0
"1125","2023-11-07","C001110",4,0,0,0,0,0,4
"1126","2023-11-07","G000590",1,0,0,0,0,0,1
"1127","2023-11-07","H001072",3,3,0,1,0,0,3
"1128","2023-11-07","J000294",5,1,0,0,0,0,5
"1129","2023-11-07","K000398",1,0,0,0,0,0,1
"1130","2023-11-07","M001135",2,1,0,0,0,0,2
"1131","2023-11-07","M001194",3,3,0,1,0,0,3
"1132","2023-11-07","M001218",2,1,0,0,2,0,0
"1133","2023-11-07","M001225",2,0,0,0,0,0,2
"1134","2023-11-07","N000191",1,1,0,0,0,0,1
"1135","2023-11-07","P000597",13,0,0,0,0,0,13
"1136","2023-11-07","P000614",2,0,0,0,0,0,2
"1137","2023-11-07","R000614",1,0,0,0,1,0,0
"1138","2023-11-07","S000344",3,0,0,0,0,0,3
"1139","2023-11-07","S001150",2,0,0,0,0,0,2
"1140","2023-11-07","S001176",4,1,0,0,0,1,3
"1141","2023-11-07","S001196",1,0,0,0,0,0,1
"1142","2023-11-07","S001221",4,1,1,0,0,0,4
"1143","2023-11-07","T000481",2,0,0,0,2,0,0
"1144","2023-11-07","W000795",1,0,0,0,1,0,0
"1145","2023-11-07","W000808",1,0,0,0,0,1,0
"1146","2023-11-08","A000379",3,2,0,0,0,3,0
"1147","2023-11-08","B001257",2,0,0,0,1,0,1
"1148","2023-11-08","B001281",1,1,0,0,1,0,0
"1149","2023-11-08","C001061",2,0,0,0,0,0,2
"1150","2023-11-08","C001078",5,0,0,0,0,0,5
"1151","2023-11-08","H001058",3,1,1,0,3,0,0
"1152","2023-11-08","H001072",4,2,0,0,4,0,0
"1153","2023-11-08","J000298",2,0,0,0,0,0,2
"1154","2023-11-08","K000009",1,0,0,0,1,0,0
"1155","2023-11-08","M001143",2,2,0,0,1,0,1
"1156","2023-11-08","M001195",2,2,0,0,0,2,0
"1157","2023-11-08","M001199",1,0,0,0,0,1,0
"1158","2023-11-08","M001216",2,0,0,0,0,0,2
"1159","2023-11-08","P000608",4,0,0,0,0,0,4
"1160","2023-11-08","P000609",3,2,1,0,0,3,0
"1161","2023-11-08","R000606",2,0,0,0,0,0,2
"1162","2023-11-08","R000610",1,1,0,0,0,1,0
"1163","2023-11-08","R000614",1,0,0,0,0,0,1
"1164","2023-11-08","S000522",4,1,0,0,0,0,4
"1165","2023-11-08","S001145",3,0,0,0,0,0,3
"1166","2023-11-08","S001159",3,0,0,0,0,0,3
"1167","2023-11-08","S001207",1,0,0,0,0,0,1
"1168","2023-11-08","T000478",2,0,0,0,0,0,2
"1169","2023-11-08","T000481",2,0,0,0,0,0,2
"1170","2023-11-08","V000133",1,0,0,0,0,1,0
"1171","2023-11-08","W000823",3,0,0,0,0,0,3
"1172","2023-11-09","A000372",2,2,0,0,0,1,1
"1173","2023-11-09","B001224",2,1,0,0,0,0,2
"1174","2023-11-09","B001287",7,2,0,0,0,7,0
"1175","2023-11-09","B001299",3,2,0,0,0,0,3
"1176","2023-11-09","C001053",11,3,0,0,0,11,0
"1177","2023-11-09","C001068",2,0,0,0,0,0,2
"1178","2023-11-09","C001112",5,0,0,0,0,0,5
"1179","2023-11-09","D000631",2,0,0,0,0,2,0
"1180","2023-11-09","E000071",3,0,0,0,0,0,3
"1181","2023-11-09","E000215",3,1,0,0,0,3,0
"1182","2023-11-09","F000246",3,1,1,0,0,3,0
"1183","2023-11-09","G000551",5,0,1,0,0,5,0
"1184","2023-11-09","G000599",3,0,0,0,0,0,3
"1185","2023-11-09","H001072",3,2,1,0,0,3,0
"1186","2023-11-09","H001091",1,1,0,0,0,1,0
"1187","2023-11-09","K000400",20,0,0,0,0,11,9
"1188","2023-11-09","M001224",1,1,0,0,0,1,0
"1189","2023-11-09","S000168",3,0,0,0,0,0,3
"1190","2023-11-09","S001150",1,0,0,0,0,0,1
"1191","2023-11-09","S001211",5,0,0,0,0,0,5
"1192","2023-11-09","S001213",4,4,1,0,0,0,4
"1193","2023-11-10","B001317",1,1,0,1,0,1,0
"1194","2023-11-10","C001114",2,1,1,0,0,2,0
"1195","2023-11-10","C001119",3,2,1,0,0,3,0
"1196","2023-11-10","F000450",1,1,0,0,0,1,0
"1197","2023-11-10","F000466",1,0,1,0,0,1,0
"1198","2023-11-10","F000468",2,1,1,0,0,2,0
"1199","2023-11-10","G000553",1,0,0,0,0,1,0
"1200","2023-11-10","G000578",1,0,0,0,0,1,0
"1201","2023-11-10","L000266",4,3,1,0,0,4,0
"1202","2023-11-10","L000599",3,2,1,0,0,3,0
"1203","2023-11-10","M001136",1,0,0,0,0,1,0
"1204","2023-11-10","M001157",5,2,0,0,0,5,0
"1205","2023-11-10","N000194",1,0,0,0,0,1,0
"1206","2023-11-10","P000048",5,3,1,0,0,5,0
"1207","2023-11-10","S001135",1,0,0,0,0,1,0
"1208","2023-11-10","V000129",2,0,0,0,0,2,0
"1209","2023-11-10","W000788",1,1,0,0,0,1,0
"1210","2023-11-10","W000809",2,1,0,0,0,2,0
"1211","2023-11-10","W000814",1,1,0,0,0,1,0
"1212","2023-11-10","W000821",3,2,0,0,0,3,0
"1213","2023-11-11","C001051",4,0,0,0,0,4,0
"1214","2023-11-11","K000382",2,2,0,0,0,2,0
"1215","2023-11-11","K000398",1,1,0,0,0,1,0
"1216","2023-11-11","L000583",1,0,0,0,0,1,0
"1217","2023-11-11","L000597",2,0,0,0,0,2,0
"1218","2023-11-11","M001215",3,2,1,0,0,3,0
"1219","2023-11-11","S001176",2,0,0,0,0,2,0
"1220","2023-11-11","S001196",1,0,0,0,0,1,0
"1221","2023-11-11","S001224",2,0,0,0,0,2,0
"1222","2023-11-11","T000478",1,0,0,0,0,1,0
"1223","2023-11-12","B001291",2,0,0,0,0,2,0
"1224","2023-11-12","C001103",4,1,0,0,0,4,0
"1225","2023-11-12","D000628",1,1,0,0,0,1,0
"1226","2023-11-12","G000553",2,1,0,0,0,2,0
"1227","2023-11-12","G000565",13,4,0,1,0,7,6
"1228","2023-11-12","H001096",2,0,0,0,0,2,0
"1229","2023-11-12","J000302",1,1,1,0,0,1,0
"1230","2023-11-12","J000307",2,0,0,0,0,0,2
"1231","2023-11-12","L000600",2,0,0,0,0,2,0
"1232","2023-11-12","R000610",5,2,0,0,0,5,0
"1233","2023-11-12","S000168",1,0,0,0,0,1,0
"1234","2023-11-12","S001195",1,1,0,0,0,1,0
"1235","2023-11-12","T000460",2,0,0,0,0,0,2
"1236","2023-11-13","B000668",1,1,0,0,0,1,0
"1237","2023-11-13","G000593",3,0,0,0,0,3,0
"1238","2023-11-13","H001072",1,0,0,0,1,0,0
"1239","2023-11-13","L000599",1,0,0,0,1,0,0
"1240","2023-11-13","N000026",1,0,0,0,0,1,0
"1241","2023-11-13","S001189",1,1,1,0,0,1,0
"1242","2023-11-13","S001208",7,1,0,0,0,0,7
"1243","2023-11-13","W000795",1,0,0,0,1,0,0
"1244","2023-11-13","W000797",1,0,0,0,0,0,1
"1245","2023-11-13","W000812",2,0,0,0,0,2,0
"1246","2023-11-14","B001302",3,1,0,0,3,0,0
"1247","2023-11-14","C001068",1,0,0,0,1,0,0
"1248","2023-11-14","C001132",1,0,0,0,1,0,0
"1249","2023-11-14","D000216",1,0,0,0,1,0,0
"1250","2023-11-14","D000632",2,1,0,0,0,0,2
"1251","2023-11-14","F000465",1,0,0,0,0,1,0
"1252","2023-11-14","F000472",2,1,0,0,0,2,0
"1253","2023-11-14","G000593",1,0,0,0,0,0,1
"1254","2023-11-14","G000597",3,2,0,0,0,0,3
"1255","2023-11-14","H001052",2,0,0,0,2,0,0
"1256","2023-11-14","J000294",6,0,0,0,0,0,6
"1257","2023-11-14","K000382",1,1,0,0,0,0,1
"1258","2023-11-14","K000397",3,1,1,0,0,0,3
"1259","2023-11-14","K000400",3,1,0,0,0,0,3
"1260","2023-11-14","L000557",1,1,0,0,0,0,1
"1261","2023-11-14","L000569",1,0,0,0,0,0,1
"1262","2023-11-14","M000871",2,1,1,0,0,2,0
"1263","2023-11-14","M001221",4,1,1,0,0,4,0
"1264","2023-11-14","N000193",3,1,1,0,0,0,3
"1265","2023-11-14","P000617",6,3,2,0,0,0,6
"1266","2023-11-14","S000185",1,0,0,0,0,0,1
"1267","2023-11-14","S000344",1,0,0,0,0,0,1
"1268","2023-11-14","S000522",1,0,1,0,0,0,1
"1269","2023-11-14","S001176",4,2,0,0,0,0,4
"1270","2023-11-14","S001196",1,0,0,0,0,0,1
"1271","2023-11-14","S001223",1,1,1,0,0,0,1
"1272","2023-11-14","T000483",1,1,0,0,0,0,1
"1273","2023-11-15","B001281",1,0,0,0,0,0,1
"1274","2023-11-15","B001292",2,0,0,0,0,0,2
"1275","2023-11-15","C001061",4,3,1,0,0,0,4
"1276","2023-11-15","D000632",3,1,0,0,0,3,0
"1277","2023-11-15","E000294",1,0,0,0,0,0,1
"1278","2023-11-15","F000469",1,0,0,0,1,0,0
"1279","2023-11-15","H001058",3,3,0,0,0,3,0
"1280","2023-11-15","J000294",8,1,3,0,0,0,8
"1281","2023-11-15","K000382",6,1,0,0,0,0,6
"1282","2023-11-15","L000599",6,0,2,0,0,6,0
"1283","2023-11-15","L000600",2,0,0,0,2,0,0
"1284","2023-11-15","M000312",1,1,0,0,1,0,0
"1285","2023-11-15","M001135",1,1,0,0,0,0,1
"1286","2023-11-15","M001213",1,0,1,0,0,1,0
"1287","2023-11-15","N000002",3,2,0,0,0,0,3
"1288","2023-11-15","N000194",1,0,1,0,1,0,0
"1289","2023-11-15","O000172",6,1,0,0,0,0,6
"1290","2023-11-15","P000617",5,2,1,0,0,0,5
"1291","2023-11-15","R000606",1,0,0,0,0,1,0
"1292","2023-11-15","R000610",5,2,0,0,0,5,0
"1293","2023-11-15","R000614",2,1,0,0,2,0,0
"1294","2023-11-15","S001190",5,3,2,0,0,0,5
"1295","2023-11-15","S001207",3,1,1,0,0,0,3
"1296","2023-11-15","T000481",1,0,0,0,1,0,0
"1297","2023-11-16","G000582",1,1,0,0,0,1,0
"1298","2023-11-16","G000591",1,0,0,0,0,1,0
"1299","2023-11-16","J000304",2,0,0,0,0,2,0
"1300","2023-11-16","L000585",1,1,0,0,0,0,1
"1301","2023-11-16","M001224",1,0,0,0,0,1,0
"1302","2023-11-16","O000173",3,2,0,0,0,0,3
"1303","2023-11-16","S001196",2,1,1,0,0,0,2
"1304","2023-11-16","S001205",5,1,0,0,0,0,5
"1305","2023-11-16","S001207",6,1,0,0,0,0,6
"1306","2023-11-16","V000130",3,0,0,0,0,0,3
"1307","2023-11-17","B001224",4,3,0,0,0,0,4
"1308","2023-11-17","B001301",5,0,0,0,0,5,0
"1309","2023-11-17","B001302",2,2,0,0,0,2,0
"1310","2023-11-17","C001039",1,0,0,0,0,1,0
"1311","2023-11-17","C001051",3,2,0,0,0,3,0
"1312","2023-11-17","C001068",2,0,0,0,0,1,1
"1313","2023-11-17","C001069",1,1,0,0,0,1,0
"1314","2023-11-17","C001078",4,0,0,0,0,0,4
"1315","2023-11-17","C001112",4,2,0,0,0,0,4
"1316","2023-11-17","D000632",2,1,0,0,0,2,0
"1317","2023-11-17","E000215",1,0,0,0,0,1,0
"1318","2023-11-17","F000446",1,0,0,0,0,1,0
"1319","2023-11-17","F000468",1,0,1,0,0,1,0
"1320","2023-11-17","F000470",1,0,0,0,0,1,0
"1321","2023-11-17","G000599",2,0,0,0,0,2,0
"1322","2023-11-17","H001052",2,0,0,0,0,2,0
"1323","2023-11-17","K000400",2,0,0,0,0,2,0
"1324","2023-11-17","L000569",4,2,0,0,0,2,2
"1325","2023-11-17","L000583",1,0,1,0,0,1,0
"1326","2023-11-17","L000599",3,0,1,0,0,3,0
"1327","2023-11-17","M001136",1,0,0,0,0,1,0
"1328","2023-11-17","M001143",1,1,0,0,1,0,0
"1329","2023-11-17","M001157",4,1,1,0,0,4,0
"1330","2023-11-17","M001213",2,0,0,0,0,2,0
"1331","2023-11-17","M001216",1,0,0,0,0,1,0
"1332","2023-11-17","N000026",3,1,0,0,0,3,0
"1333","2023-11-17","N000194",1,0,0,0,0,1,0
"1334","2023-11-17","O000173",1,0,0,0,0,1,0
"1335","2023-11-17","P000034",5,3,2,0,0,5,0
"1336","2023-11-17","P000048",1,1,0,0,0,1,0
"1337","2023-11-17","P000616",4,0,0,0,0,0,4
"1338","2023-11-17","R000606",11,0,0,0,0,0,11
"1339","2023-11-17","R000609",1,1,0,0,0,1,0
"1340","2023-11-17","S000344",2,0,0,0,0,0,2
"1341","2023-11-17","S001190",5,1,0,0,0,2,3
"1342","2023-11-17","S001213",3,3,0,0,0,3,0
"1343","2023-11-17","S001221",3,0,0,0,0,3,0
"1344","2023-11-17","S001223",5,5,3,0,0,5,0
"1345","2023-11-17","T000165",1,1,0,0,0,1,0
"1346","2023-11-17","W000809",2,0,0,0,0,2,0
"1347","2023-11-17","W000828",2,0,0,0,0,2,0
"1348","2023-11-18","G000595",1,0,0,0,0,1,0
"1349","2023-11-18","J000307",3,0,0,0,0,3,0
"1350","2023-11-18","K000382",5,1,0,0,0,5,0
"1351","2023-11-18","K000398",1,0,0,0,0,1,0
"1352","2023-11-18","M001222",3,2,1,0,0,3,0
"1353","2023-11-18","S001196",2,1,1,0,0,2,0
"1354","2023-11-18","T000478",1,0,0,0,0,1,0
"1355","2023-11-19","A000372",1,0,0,0,0,1,0
"1356","2023-11-19","B001295",1,0,0,0,0,1,0
"1357","2023-11-19","C001103",1,0,0,0,0,1,0
"1358","2023-11-19","G000565",7,3,0,0,0,4,3
"1359","2023-11-19","G000597",2,2,1,0,0,2,0
"1360","2023-11-19","J000295",2,1,0,0,0,2,0
"1361","2023-11-19","L000600",2,2,0,0,0,2,0
"1362","2023-11-19","M001205",2,2,0,0,0,2,0
"1363","2023-11-19","M001210",3,0,0,0,0,3,0
"1364","2023-11-19","S001195",2,0,0,0,0,2,0
"1365","2023-11-19","S001199",1,0,0,0,0,1,0
"1366","2023-11-20","B001318",1,0,0,0,0,1,0
"1367","2023-11-20","C001053",1,0,0,0,0,0,1
"1368","2023-11-20","G000559",3,0,0,0,0,3,0
"1369","2023-11-20","G000593",1,0,0,0,0,1,0
"1370","2023-11-20","L000599",2,1,0,0,0,2,0
"1371","2023-11-20","O000172",1,0,0,0,0,1,0
"1372","2023-11-20","W000812",1,0,0,0,0,1,0
"1373","2023-11-20","Z000018",1,1,0,0,0,1,0
"1374","2023-11-21","A000148",4,0,1,0,0,4,0
"1375","2023-11-21","B001278",6,0,0,0,0,0,6
"1376","2023-11-21","C001112",3,1,0,0,0,0,3
"1377","2023-11-21","L000566",1,0,0,0,0,1,0
"1378","2023-11-21","P000597",2,0,0,0,0,0,2
"1379","2023-11-21","R000606",3,0,0,0,0,0,3
"1380","2023-11-21","S001150",2,0,0,0,0,0,2
"1381","2023-11-21","W000797",1,0,1,0,0,0,1
"1382","2023-11-21","W000804",4,1,0,0,0,0,4
"1383","2023-11-22","B001224",2,1,0,0,0,0,2
"1384","2023-11-22","B001298",1,0,0,0,0,1,0
"1385","2023-11-22","C001078",1,0,0,0,0,0,1
"1386","2023-11-22","C001101",1,0,0,0,0,0,1
"1387","2023-11-22","C001118",2,0,0,0,0,2,0
"1388","2023-11-22","D000617",1,0,0,0,0,0,1
"1389","2023-11-22","F000468",1,1,0,0,0,0,1
"1390","2023-11-22","F000472",3,1,0,0,0,3,0
"1391","2023-11-22","G000551",4,0,0,0,0,0,4
"1392","2023-11-22","G000585",2,0,0,0,0,0,2
"1393","2023-11-22","G000599",5,1,1,0,0,5,0
"1394","2023-11-22","H001081",1,0,0,0,0,0,1
"1395","2023-11-22","J000294",2,1,1,0,0,0,2
"1396","2023-11-22","J000298",7,0,0,0,0,0,7
"1397","2023-11-22","K000382",1,0,0,0,0,1,0
"1398","2023-11-22","K000400",2,0,0,0,0,2,0
"1399","2023-11-22","M001199",2,1,0,0,0,2,0
"1400","2023-11-22","P000616",3,0,0,0,0,3,0
"1401","2023-11-22","S000510",1,0,0,0,0,0,1
"1402","2023-11-22","S000522",1,1,1,0,0,0,1
"1403","2023-11-22","S001150",3,0,0,0,0,0,3
"1404","2023-11-22","S001223",3,1,0,0,0,3,0
"1405","2023-11-22","S001224",1,0,0,0,0,1,0
"1406","2023-11-22","T000469",3,0,0,0,0,0,3
"1407","2023-11-22","T000481",1,0,0,0,0,0,1
"1408","2023-11-22","W000788",2,0,0,0,0,0,2
"1409","2023-11-22","W000798",2,0,1,0,0,2,0
"1410","2023-11-22","W000808",1,0,0,0,0,1,0
"1411","2023-11-23","H001058",1,0,1,0,0,0,1
"1412","2023-11-23","M001159",2,0,0,0,0,2,0
"1413","2023-11-23","S000929",1,0,0,0,0,1,0
"1414","2023-11-24","K000394",3,0,0,0,0,3,0
"1415","2023-11-24","L000599",8,0,3,0,0,8,0
"1416","2023-11-24","S001176",1,1,0,0,0,1,0
"1417","2023-11-24","S001195",1,1,1,0,0,0,1
"1418","2023-11-26","C001087",2,2,1,0,0,2,0
"1419","2023-11-26","C001103",2,2,0,0,0,2,0
"1420","2023-11-26","G000597",1,0,0,0,0,1,0
"1421","2023-11-26","O000172",1,0,0,0,0,1,0
"1422","2023-11-26","S001214",1,0,0,0,0,1,0
"1423","2023-11-27","C001055",4,0,0,0,0,4,0
"1424","2023-11-27","C001118",2,0,0,0,0,2,0
"1425","2023-11-27","D000626",2,1,0,0,0,2,0
"1426","2023-11-27","K000400",1,0,0,0,0,1,0
"1427","2023-11-27","M001159",1,0,0,0,0,0,1
"1428","2023-11-27","O000086",1,1,1,0,0,1,0
"1429","2023-11-27","S001176",1,1,0,0,0,1,0
"1430","2023-11-28","A000380",3,1,0,0,3,0,0
"1431","2023-11-28","E000297",4,0,1,0,0,4,0
"1432","2023-11-28","F000471",1,1,0,0,0,1,0
"1433","2023-11-28","H001072",10,7,2,0,7,0,3
"1434","2023-11-28","J000302",2,0,0,0,2,0,0
"1435","2023-11-28","L000599",3,2,0,0,3,0,0
"1436","2023-11-28","L000601",3,2,0,1,0,0,3
"1437","2023-11-28","M001135",9,4,0,0,9,0,0
"1438","2023-11-28","M001217",3,0,1,0,3,0,0
"1439","2023-11-28","S000522",5,3,1,0,2,0,3
"1440","2023-11-28","S001215",4,4,2,0,4,0,0
"1441","2023-11-29","B000490",1,1,0,0,1,0,0
"1442","2023-11-29","B001278",3,2,1,0,0,3,0
"1443","2023-11-29","D000624",4,0,0,0,0,0,4
"1444","2023-11-29","F000465",1,1,0,0,0,1,0
"1445","2023-11-29","F000466",3,3,2,0,0,0,3
"1446","2023-11-29","G000591",1,1,0,0,0,1,0
"1447","2023-11-29","G000593",3,3,1,0,0,0,3
"1448","2023-11-29","L000273",1,1,0,0,1,0,0
"1449","2023-11-29","L000578",2,0,0,0,2,0,0
"1450","2023-11-29","M001184",1,0,0,0,0,1,0
"1451","2023-11-29","M001199",2,0,0,0,0,2,0
"1452","2023-11-29","N000189",2,1,1,0,0,2,0
"1453","2023-11-29","Q000023",1,0,0,0,1,0,0
"1454","2023-11-29","T000481",5,4,0,0,0,0,5
"1455","2023-11-30","A000148",1,0,0,0,1,0,0
"1456","2023-11-30","B001301",11,6,0,0,11,0,0
"1457","2023-11-30","C001101",2,0,0,0,0,2,0
"1458","2023-11-30","C001103",1,0,0,0,1,0,0
"1459","2023-11-30","C001116",1,1,0,0,1,0,0
"1460","2023-11-30","E000071",1,1,0,0,0,1,0
"1461","2023-11-30","F000466",1,1,0,0,1,0,0
"1462","2023-11-30","G000583",10,0,0,0,10,0,0
"1463","2023-11-30","G000585",3,0,0,0,0,0,3
