"","date","bioguide_id","count_statement","sum_legislative_discussion","sum_bipartisan","sum_attack","sum_floor","sum_newsletters","sum_source_statements"
"487","2023-10-13","D000615",6,1,0,1,0,6,0
"488","2023-10-13","D000631",3,0,0,0,0,3,0
"489","2023-10-13","E000215",5,2,1,0,0,5,0
"490","2023-10-13","E000235",6,0,1,0,0,6,0
"491","2023-10-13","F000446",3,2,0,0,0,3,0
"492","2023-10-13","F000450",3,3,0,0,0,3,0
"493","2023-10-13","F000454",3,1,2,0,0,3,0
"494","2023-10-13","F000466",1,0,1,0,0,1,0
"495","2023-10-13","G000546",3,0,0,0,0,3,0
"496","2023-10-13","G000568",11,2,0,0,0,11,0
"497","2023-10-13","G000583",2,1,1,0,0,2,0
"498","2023-10-13","G000591",7,3,1,0,0,7,0
"499","2023-10-13","G000599",1,0,0,0,0,1,0
"500","2023-10-13","H001072",1,1,0,0,0,1,0
"501","2023-10-13","H001085",1,0,0,0,0,1,0
"502","2023-10-13","H001091",4,0,1,0,0,4,0
"503","2023-10-13","J000294",1,0,1,0,0,1,0
"504","2023-10-13","K000394",2,0,0,0,0,2,0
"505","2023-10-13","K000400",13,4,3,0,0,13,0
"506","2023-10-13","L000266",2,1,0,0,0,2,0
"507","2023-10-13","L000569",3,0,0,0,0,3,0
"508","2023-10-13","L000582",3,1,1,0,0,3,0
"509","2023-10-13","L000583",2,0,0,0,0,2,0
"510","2023-10-13","L000599",4,3,0,0,0,4,0
"511","2023-10-13","M001136",1,0,0,0,0,1,0
"512","2023-10-13","M001143",2,0,1,0,0,2,0
"513","2023-10-13","M001157",9,5,2,0,0,9,0
"514","2023-10-13","M001159",3,2,2,0,0,3,0
"515","2023-10-13","M001199",1,0,0,0,0,1,0
"516","2023-10-13","M001206",3,0,0,0,0,3,0
"517","2023-10-13","N000189",3,1,0,0,0,3,0
"518","2023-10-13","N000194",2,1,1,0,0,2,0
"519","2023-10-13","P000048",2,1,0,0,0,2,0
"520","2023-10-13","P000614",3,1,1,0,0,3,0
"521","2023-10-13","P000616",2,0,0,0,0,2,0
"522","2023-10-13","Q000023",3,0,0,0,0,3,0
"523","2023-10-13","R000609",1,0,0,0,0,1,0
"524","2023-10-13","S000250",2,0,0,0,0,2,0
"525","2023-10-13","S001135",4,2,0,0,0,4,0
"526","2023-10-13","S001200",1,0,1,0,0,1,0
"527","2023-10-13","S001213",3,2,0,0,0,3,0
"528","2023-10-13","T000165",2,1,0,0,0,2,0
"529","2023-10-13","T000467",1,0,0,0,0,1,0
"530","2023-10-13","V000129",6,0,0,0,0,6,0
"531","2023-10-13","V000134",1,0,0,0,0,1,0
"532","2023-10-13","W000809",3,2,1,0,0,3,0
"533","2023-10-13","W000814",10,5,2,0,0,10,0
"534","2023-10-13","W000826",2,1,0,0,0,2,0
"535","2023-10-14","B001303",1,1,0,0,0,1,0
"536","2023-10-14","C001061",4,2,2,0,0,4,0
"537","2023-10-14","D000594",1,1,0,0,0,1,0
"538","2023-10-14","D000617",4,1,0,0,0,4,0
"539","2023-10-14","F000468",6,2,4,0,0,6,0
"540","2023-10-14","G000061",3,0,0,0,0,3,0
"541","2023-10-14","G000576",4,1,1,0,0,4,0
"542","2023-10-14","G000595",1,0,0,0,0,1,0
"543","2023-10-14","J000307",3,0,0,0,0,3,0
"544","2023-10-14","K000382",3,0,0,0,0,3,0
"545","2023-10-14","K000398",1,0,0,0,0,1,0
"546","2023-10-14","L000597",1,1,0,0,0,1,0
"547","2023-10-14","S001145",2,1,0,0,0,2,0
"548","2023-10-14","S001172",4,2,0,0,0,4,0
"549","2023-10-14","S001196",4,1,1,0,0,4,0
"550","2023-10-14","S001209",3,1,1,0,0,3,0
"551","2023-10-14","S001221",3,1,0,0,0,3,0
"552","2023-10-14","S001224",2,0,0,0,0,2,0
"553","2023-10-14","T000469",12,4,3,0,0,12,0
"554","2023-10-14","T000478",3,1,0,0,0,3,0
"555","2023-10-14","T000488",1,0,0,0,0,1,0
"556","2023-10-14","W000798",1,1,0,0,0,1,0
"557","2023-10-14","Y000067",3,1,1,0,0,3,0
"558","2023-10-15","B001257",2,1,0,0,0,2,0
"559","2023-10-15","B001291",1,0,0,0,0,1,0
"560","2023-10-15","B001295",1,1,0,0,0,1,0
"561","2023-10-15","C001103",2,0,1,0,0,2,0
"562","2023-10-15","D000628",6,3,0,0,0,5,1
"563","2023-10-15","G000565",6,2,1,1,0,6,0
"564","2023-10-15","G000597",2,0,0,0,0,2,0
"565","2023-10-15","H001096",9,3,1,0,0,9,0
"566","2023-10-15","J000295",4,1,4,0,0,4,0
"567","2023-10-15","K000392",2,0,0,0,0,2,0
"568","2023-10-15","L000600",4,1,1,0,0,4,0
"569","2023-10-15","M001156",2,0,0,0,0,2,0
"570","2023-10-15","M001215",5,3,0,0,0,5,0
"571","2023-10-15","N000191",2,0,2,0,0,2,0
"572","2023-10-15","R000610",3,1,0,0,0,3,0
"573","2023-10-15","S001148",6,4,0,0,0,6,0
"574","2023-10-15","S001195",1,0,1,0,0,1,0
"575","2023-10-15","S001199",1,1,0,0,0,1,0
"576","2023-10-15","S001214",6,4,0,0,0,6,0
"577","2023-10-15","S001223",2,1,2,0,0,2,0
"578","2023-10-15","W000815",6,2,0,0,0,6,0
"579","2023-10-15","W000821",2,2,1,0,0,2,0
"580","2023-10-16","B001299",2,2,0,0,0,2,0
"581","2023-10-16","B001301",2,0,0,0,0,2,0
"582","2023-10-16","B001316",3,3,1,0,0,3,0
"583","2023-10-16","C001133",1,1,0,0,0,1,0
"584","2023-10-16","D000623",1,0,1,0,0,1,0
"585","2023-10-16","D000626",1,0,0,0,0,1,0
"586","2023-10-16","F000470",1,0,0,0,0,1,0
"587","2023-10-16","F000471",4,1,0,0,0,4,0
"588","2023-10-16","F000476",1,0,0,0,0,1,0
"589","2023-10-16","G000590",2,0,0,0,0,2,0
"590","2023-10-16","G000593",11,3,1,0,0,11,0
"591","2023-10-16","H001081",4,0,0,0,0,4,0
"592","2023-10-16","K000381",4,1,0,0,0,4,0
"593","2023-10-16","L000564",1,0,0,0,0,1,0
"594","2023-10-16","L000585",3,1,2,0,0,3,0
"595","2023-10-16","M001218",3,3,0,0,0,3,0
"596","2023-10-16","R000579",3,1,0,0,0,3,0
"597","2023-10-16","R000603",1,0,0,0,0,1,0
"598","2023-10-16","S001183",5,2,0,0,0,5,0
"599","2023-10-16","S001212",4,0,1,0,0,4,0
"600","2023-10-16","W000806",5,5,1,0,0,5,0
"601","2023-10-16","W000812",2,2,2,0,0,2,0
"602","2023-10-17","A000148",3,0,1,0,0,3,0
"603","2023-10-17","A000371",1,0,1,0,1,0,0
"604","2023-10-17","C001078",2,0,0,0,0,2,0
"605","2023-10-17","C001103",2,1,0,0,0,2,0
"606","2023-10-17","E000297",5,3,0,0,0,5,0
"607","2023-10-17","F000472",4,1,0,0,0,4,0
"608","2023-10-17","K000399",2,2,0,0,0,2,0
"609","2023-10-17","K000400",5,1,1,0,0,5,0
"610","2023-10-17","M000871",2,1,0,0,0,2,0
"611","2023-10-17","M001199",2,0,2,0,0,2,0
"612","2023-10-17","M001211",3,0,0,1,0,3,0
"613","2023-10-17","M001212",1,1,0,0,0,1,0
"614","2023-10-17","N000188",2,0,2,0,0,2,0
"615","2023-10-17","R000614",1,0,0,0,0,1,0
"616","2023-10-17","S001156",2,1,1,0,0,2,0
"617","2023-10-17","S001196",1,0,0,1,1,0,0
"618","2023-10-17","W000808",2,0,1,0,0,2,0
"619","2023-10-18","G000591",2,2,0,0,0,2,0
"620","2023-10-18","H000874",4,0,0,0,0,4,0
"621","2023-10-18","M001194",1,1,0,0,0,1,0
"622","2023-10-18","M001199",1,0,0,0,0,1,0
"623","2023-10-18","T000483",1,0,0,0,0,1,0
"624","2023-10-19","A000377",3,1,0,0,0,3,0
"625","2023-10-19","B000825",1,0,0,0,0,1,0
"626","2023-10-19","B001301",4,0,0,0,0,4,0
"627","2023-10-19","B001313",1,0,0,0,0,1,0
"628","2023-10-19","C001132",1,0,0,0,0,1,0
"629","2023-10-19","G000558",3,1,1,0,0,3,0
"630","2023-10-19","G000574",2,0,0,0,0,2,0
"631","2023-10-19","H001091",2,0,0,0,0,2,0
"632","2023-10-19","K000388",2,0,0,0,0,2,0
"633","2023-10-20","B001282",4,0,0,0,0,4,0
"634","2023-10-20","B001301",2,0,0,0,0,2,0
"635","2023-10-20","B001302",5,3,0,0,0,5,0
"636","2023-10-20","C001039",1,1,0,0,0,1,0
"637","2023-10-20","C001051",1,1,0,0,0,1,0
"638","2023-10-20","C001068",5,2,0,0,0,5,0
"639","2023-10-20","C001069",3,2,0,0,0,3,0
"640","2023-10-20","C001090",1,0,0,0,0,1,0
"641","2023-10-20","D000197",3,1,0,0,0,3,0
"642","2023-10-20","D000615",2,0,0,0,0,2,0
"643","2023-10-20","E000215",4,0,0,0,0,4,0
"644","2023-10-20","E000235",2,0,0,0,0,2,0
"645","2023-10-20","F000478",4,2,0,0,0,4,0
"646","2023-10-20","G000553",2,2,0,0,0,2,0
"647","2023-10-20","G000565",4,2,0,0,0,4,0
"648","2023-10-20","G000577",3,0,0,0,0,3,0
"649","2023-10-20","G000578",1,0,0,0,0,1,0
"650","2023-10-20","H001072",1,1,0,0,0,1,0
"651","2023-10-20","H001085",3,0,1,0,0,3,0
"652","2023-10-20","H001091",1,0,0,0,0,1,0
"653","2023-10-20","J000294",1,0,1,0,0,1,0
"654","2023-10-20","J000301",1,1,0,0,0,1,0
"655","2023-10-20","K000391",2,0,1,0,0,2,0
"656","2023-10-20","K000400",3,2,1,0,0,3,0
"657","2023-10-20","L000582",3,0,0,0,0,3,0
"658","2023-10-20","L000583",1,1,1,0,0,1,0
"659","2023-10-20","L000599",1,1,1,0,0,1,0
"660","2023-10-20","L000601",2,0,0,0,0,2,0
"661","2023-10-20","M001136",2,0,0,0,0,2,0
"662","2023-10-20","M001157",5,2,1,0,0,5,0
"663","2023-10-20","M001159",6,4,4,0,0,6,0
"664","2023-10-20","M001177",1,0,0,0,0,1,0
"665","2023-10-20","M001216",1,0,0,0,0,1,0
"666","2023-10-20","M001224",4,0,0,0,0,4,0
"667","2023-10-20","M001226",1,0,0,0,0,1,0
"668","2023-10-20","N000026",2,0,0,0,0,2,0
"669","2023-10-20","N000194",1,0,1,0,0,1,0
"670","2023-10-20","P000034",7,1,0,0,0,7,0
"671","2023-10-20","P000048",5,0,1,0,0,5,0
"672","2023-10-20","P000197",1,0,0,0,0,1,0
"673","2023-10-20","P000608",1,1,0,0,0,1,0
"674","2023-10-20","R000606",3,0,0,0,0,3,0
"675","2023-10-20","S000250",3,0,0,0,0,3,0
"676","2023-10-20","S001200",1,0,0,0,0,1,0
"677","2023-10-20","S001223",4,1,1,0,0,4,0
"678","2023-10-20","T000165",2,1,0,0,0,2,0
"679","2023-10-20","V000129",1,0,0,0,0,1,0
"680","2023-10-20","V000135",1,0,0,0,0,1,0
"681","2023-10-20","W000809",2,1,0,0,0,2,0
"682","2023-10-20","W000814",5,3,0,0,0,5,0
"683","2023-10-20","W000821",1,0,0,0,0,1,0
"684","2023-10-21","B001303",3,1,0,0,0,3,0
"685","2023-10-21","D000594",3,3,1,0,0,3,0
"686","2023-10-21","F000468",5,0,0,0,0,5,0
"687","2023-10-21","G000061",3,0,0,0,0,3,0
"688","2023-10-21","K000382",4,1,1,0,0,4,0
"689","2023-10-21","L000578",1,0,0,0,0,1,0
"690","2023-10-21","M001199",1,1,1,0,0,1,0
"691","2023-10-21","S001145",1,0,0,0,0,1,0
"692","2023-10-21","S001172",1,1,0,0,0,1,0
"693","2023-10-21","S001213",2,1,0,0,0,2,0
"694","2023-10-21","S001224",3,0,0,0,0,3,0
"695","2023-10-21","T000469",2,0,0,0,0,2,0
"696","2023-10-21","T000478",4,0,0,0,0,4,0
"697","2023-10-22","B001260",1,0,0,0,0,1,0
"698","2023-10-22","B001291",1,0,0,0,0,1,0
"699","2023-10-22","C001103",5,1,1,0,0,5,0
"700","2023-10-22","D000628",3,3,0,0,0,3,0
"701","2023-10-22","G000565",9,2,0,0,0,9,0
"702","2023-10-22","G000594",4,3,1,0,0,4,0
"703","2023-10-22","H001067",1,1,0,0,0,1,0
"704","2023-10-22","H001096",1,0,0,0,0,1,0
"705","2023-10-22","K000392",1,1,1,0,0,1,0
"706","2023-10-22","K000398",2,1,0,0,0,2,0
"707","2023-10-22","L000600",2,1,0,0,0,2,0
"708","2023-10-22","M001210",2,0,0,0,0,2,0
"709","2023-10-22","R000610",2,0,0,0,0,2,0
"710","2023-10-22","S000168",1,0,0,0,0,1,0
"711","2023-10-22","S001195",1,1,0,0,0,1,0
"712","2023-10-22","S001209",2,2,1,0,0,2,0
"713","2023-10-22","S001214",4,4,0,0,0,4,0
"714","2023-10-22","W000808",1,0,0,0,0,1,0
"715","2023-10-22","W000816",2,1,0,0,0,2,0
"716","2023-10-23","C001133",2,1,1,0,0,2,0
"717","2023-10-23","G000593",2,1,0,0,0,2,0
"718","2023-10-23","H001081",1,1,0,0,0,1,0
"719","2023-10-23","M001199",3,1,1,0,0,3,0
"720","2023-10-23","R000579",2,0,1,0,0,2,0
"721","2023-10-23","S001183",1,1,0,0,0,1,0
"722","2023-10-23","S001185",5,2,0,0,0,5,0
"723","2023-10-23","S001221",6,1,0,0,0,6,0
"724","2023-10-23","W000806",2,0,0,0,0,2,0
"725","2023-10-23","W000812",4,2,0,0,0,4,0
"726","2023-10-23","W000828",1,0,0,0,0,1,0
"727","2023-10-24","C001132",8,0,0,0,0,8,0
"728","2023-10-24","E000299",2,0,0,0,0,2,0
"729","2023-10-24","F000471",2,0,0,0,0,2,0
"730","2023-10-24","F000472",2,2,1,0,0,2,0
"731","2023-10-24","G000581",1,0,0,0,0,1,0
"732","2023-10-24","K000400",2,0,0,0,0,2,0
"733","2023-10-24","M001195",1,1,0,0,0,1,0
"734","2023-10-24","M001213",2,2,2,0,0,2,0
"735","2023-10-24","S001190",5,1,0,0,0,5,0
"736","2023-10-25","B000574",2,1,0,0,2,0,0
"737","2023-10-25","B001282",3,2,0,0,3,0,0
"738","2023-10-25","B001309",1,0,0,0,1,0,0
"739","2023-10-25","C001059",1,1,0,0,1,0,0
"740","2023-10-25","C001072",5,4,0,0,5,0,0
"741","2023-10-25","C001091",2,2,2,0,2,0,0
"742","2023-10-25","D000216",1,0,0,0,1,0,0
"743","2023-10-25","D000230",1,0,0,0,1,0,0
"744","2023-10-25","D000624",3,0,0,0,0,3,0
"745","2023-10-25","F000462",1,0,0,0,1,0,0
"746","2023-10-25","F000469",3,2,0,0,3,0,0
"747","2023-10-25","G000553",5,4,0,0,5,0,0
"748","2023-10-25","G000577",3,0,0,0,0,3,0
"749","2023-10-25","G000594",1,1,0,0,1,0,0
"750","2023-10-25","H000874",1,1,0,0,1,0,0
"751","2023-10-25","H001072",1,1,1,0,1,0,0
"752","2023-10-25","H001096",5,3,1,0,0,5,0
"753","2023-10-25","I000056",1,0,0,0,1,0,0
"754","2023-10-25","J000294",3,1,1,0,3,0,0
"755","2023-10-25","J000299",1,1,0,0,1,0,0
"756","2023-10-25","J000304",2,0,0,0,2,0,0
"757","2023-10-25","K000392",3,2,0,0,3,0,0
"758","2023-10-25","K000397",1,1,0,0,1,0,0
"759","2023-10-25","K000398",1,0,0,0,1,0,0
"760","2023-10-25","K000399",1,0,0,0,1,0,0
"761","2023-10-25","M001135",1,0,0,0,1,0,0
"762","2023-10-25","M001137",4,1,0,0,4,0,0
"763","2023-10-25","M001143",2,1,1,0,2,0,0
"764","2023-10-25","M001157",5,3,1,0,5,0,0
"765","2023-10-25","M001194",3,0,0,0,0,3,0
"766","2023-10-25","M001224",1,0,0,0,1,0,0
"767","2023-10-25","P000048",1,0,0,0,1,0,0
"768","2023-10-25","P000197",1,0,1,0,1,0,0
"769","2023-10-25","R000612",2,1,0,0,2,0,0
"770","2023-10-25","S000522",2,1,0,0,2,0,0
"771","2023-10-25","S001157",1,1,0,0,1,0,0
"772","2023-10-25","S001176",2,2,1,0,2,0,0
"773","2023-10-25","S001190",3,1,1,0,3,0,0
"774","2023-10-25","S001193",3,0,1,0,0,3,0
"775","2023-10-25","S001196",1,0,0,0,1,0,0
"776","2023-10-25","T000483",1,0,0,0,0,1,0
"777","2023-10-25","T000488",2,1,0,0,2,0,0
"778","2023-10-25","W000795",3,1,1,0,3,0,0
"779","2023-10-25","W000797",2,1,0,0,2,0,0
"780","2023-10-25","W000812",2,0,0,0,2,0,0
"781","2023-10-26","B001223",1,0,0,0,0,1,0
"782","2023-10-26","C001055",6,2,0,0,0,6,0
"783","2023-10-26","C001115",6,3,0,0,0,6,0
"784","2023-10-26","F000465",2,1,0,0,0,2,0
"785","2023-10-26","G000596",1,1,0,1,1,0,0
"786","2023-10-26","H001058",5,4,2,0,0,5,0
"787","2023-10-26","H001091",2,1,0,0,0,2,0
"788","2023-10-26","K000399",2,1,1,0,0,2,0
"789","2023-10-26","L000564",7,6,0,0,0,7,0
"790","2023-10-26","M001160",5,2,0,0,5,0,0
"791","2023-10-26","M001224",2,1,1,0,0,2,0
"792","2023-10-26","R000614",2,2,0,0,2,0,0
"793","2023-10-27","A000372",1,0,0,0,0,1,0
"794","2023-10-27","B001299",2,0,0,0,0,2,0
"795","2023-10-27","B001302",3,1,0,0,0,3,0
"796","2023-10-27","B001306",6,3,0,0,0,6,0
"797","2023-10-27","B001317",5,1,0,0,0,5,0
"798","2023-10-27","C001051",4,4,0,0,0,4,0
"799","2023-10-27","C001066",1,1,0,0,0,1,0
"800","2023-10-27","C001068",4,2,0,0,0,4,0
"801","2023-10-27","C001114",1,1,1,0,0,1,0
"802","2023-10-27","C001119",1,0,0,0,0,1,0
"803","2023-10-27","C001135",2,2,2,0,0,2,0
"804","2023-10-27","D000615",3,2,0,0,0,3,0
"805","2023-10-27","D000631",1,0,0,0,0,1,0
"806","2023-10-27","E000215",3,1,0,0,0,3,0
"807","2023-10-27","E000235",2,2,1,0,0,2,0
"808","2023-10-27","E000294",3,1,1,0,0,3,0
"809","2023-10-27","F000446",2,0,0,0,0,2,0
"810","2023-10-27","F000468",2,2,1,0,0,2,0
"811","2023-10-27","F000470",1,1,0,0,0,1,0
"812","2023-10-27","G000061",2,0,0,0,0,2,0
"813","2023-10-27","G000546",1,1,0,0,0,1,0
"814","2023-10-27","G000568",4,4,2,0,0,4,0
"815","2023-10-27","G000590",1,1,1,0,0,1,0
"816","2023-10-27","G000599",7,2,0,0,0,7,0
"817","2023-10-27","H001072",1,1,0,0,0,1,0
"818","2023-10-27","I000056",1,1,0,0,0,1,0
"819","2023-10-27","J000301",1,1,0,0,0,1,0
"820","2023-10-27","K000376",1,1,0,0,0,1,0
"821","2023-10-27","K000382",2,1,1,0,0,2,0
"822","2023-10-27","K000391",5,3,1,0,0,5,0
"823","2023-10-27","K000394",1,1,1,0,0,1,0
"824","2023-10-27","L000582",1,1,1,0,0,1,0
"825","2023-10-27","L000583",3,3,0,0,0,3,0
"826","2023-10-27","L000599",3,3,0,0,0,3,0
"827","2023-10-27","L000601",2,1,1,0,0,2,0
"828","2023-10-27","M001143",2,1,0,0,0,2,0
"829","2023-10-27","M001157",5,3,1,0,0,5,0
"830","2023-10-27","M001159",4,4,2,0,0,4,0
"831","2023-10-27","M001204",1,1,0,0,0,1,0
"832","2023-10-27","M001213",2,2,1,0,0,2,0
"833","2023-10-27","N000026",5,3,0,0,0,5,0
"834","2023-10-27","N000189",1,0,0,0,0,1,0
"835","2023-10-27","P000048",2,1,0,0,0,2,0
"836","2023-10-27","P000608",1,1,1,0,0,1,0
"837","2023-10-27","P000614",3,2,2,0,0,3,0
"838","2023-10-27","P000615",2,2,0,0,0,2,0
"839","2023-10-27","R000609",1,1,0,0,0,1,0
"840","2023-10-27","S000250",2,1,0,0,0,2,0
"841","2023-10-27","S001135",2,1,0,0,0,2,0
"842","2023-10-27","S001176",1,1,0,0,0,1,0
"843","2023-10-27","S001177",1,1,0,0,0,1,0
"844","2023-10-27","S001200",4,4,3,0,0,4,0
"845","2023-10-27","S001213",2,2,0,0,0,2,0
"846","2023-10-27","S001221",2,2,1,0,0,2,0
"847","2023-10-27","S001223",2,1,1,0,0,2,0
"848","2023-10-27","S001224",2,0,0,0,0,2,0
"849","2023-10-27","T000165",3,2,2,0,0,3,0
"850","2023-10-27","V000129",4,4,2,0,0,4,0
"851","2023-10-27","W000798",3,2,1,0,0,3,0
"852","2023-10-27","W000809",1,1,1,0,0,1,0
"853","2023-10-27","W000814",8,2,0,0,0,8,0
"854","2023-10-27","W000828",3,3,0,0,0,3,0
"855","2023-10-28","G000595",2,1,0,0,0,2,0
"856","2023-10-28","J000307",3,1,0,0,0,3,0
"857","2023-10-28","K000398",2,2,0,0,0,2,0
"858","2023-10-28","L000597",2,2,1,0,0,2,0
"859","2023-10-28","M001211",4,0,0,0,0,4,0
"860","2023-10-28","R000579",3,2,0,0,0,3,0
"861","2023-10-28","S001176",4,1,0,0,0,4,0
"862","2023-10-28","T000469",2,2,0,0,0,2,0
"863","2023-10-28","T000478",2,1,0,0,0,2,0
"864","2023-10-28","Y000067",1,1,0,0,0,1,0
"865","2023-10-29","B001257",5,3,0,0,0,5,0
"866","2023-10-29","B001291",3,1,0,0,0,3,0
"867","2023-10-29","B001295",1,1,0,0,0,1,0
"868","2023-10-29","C001103",4,1,1,0,0,4,0
"869","2023-10-29","D000628",4,3,0,0,0,4,0
"870","2023-10-29","D000633",3,3,2,0,0,3,0
"871","2023-10-29","G000565",6,4,0,2,0,6,0
"872","2023-10-29","G000597",1,1,1,0,0,1,0
"873","2023-10-29","H001096",2,2,0,0,0,2,0
"874","2023-10-29","J000295",2,1,1,0,0,2,0
"875","2023-10-29","J000302",1,1,0,0,0,1,0
"876","2023-10-29","K000392",1,1,1,0,0,1,0
"877","2023-10-29","L000600",1,1,0,0,0,1,0
"878","2023-10-29","M001205",5,5,0,0,0,5,0
"879","2023-10-29","R000610",1,1,0,0,0,1,0
"880","2023-10-29","S001148",5,4,0,0,0,5,0
"881","2023-10-29","S001195",1,1,0,0,0,1,0
"882","2023-10-29","S001214",3,2,0,0,0,3,0
"883","2023-10-29","T000483",1,1,0,0,0,1,0
"884","2023-10-29","W000808",4,2,2,0,0,4,0
"885","2023-10-29","W000816",3,1,0,0,0,3,0
"886","2023-10-30","B000740",1,1,0,0,0,1,0
"887","2023-10-30","C000059",3,0,0,0,0,3,0
"888","2023-10-30","C001103",1,1,0,0,0,1,0
"889","2023-10-30","C001112",2,0,0,0,0,2,0
"890","2023-10-30","C001133",2,2,0,0,0,2,0
"891","2023-10-30","D000032",4,2,0,0,0,4,0
"892","2023-10-30","D000626",1,1,0,0,0,1,0
"893","2023-10-30","F000471",1,1,0,0,0,1,0
"894","2023-10-30","G000593",4,2,2,1,0,4,0
"895","2023-10-30","H001081",3,3,0,0,0,3,0
"896","2023-10-30","K000381",1,0,1,0,0,1,0
"897","2023-10-30","L000593",2,1,0,0,0,2,0
"898","2023-10-30","L000599",1,1,0,0,0,1,0
"899","2023-10-30","M001220",1,1,0,0,0,1,0
"900","2023-10-30","R000603",5,4,1,0,0,5,0
"901","2023-10-30","S000344",1,0,0,0,0,0,1
"902","2023-10-30","S001177",1,1,0,0,0,0,1
"903","2023-10-30","S001209",1,1,1,0,0,1,0
"904","2023-10-30","W000806",1,1,1,0,0,1,0
"905","2023-10-30","W000812",4,4,0,0,0,4,0
"906","2023-10-30","Z000018",2,1,0,0,0,2,0
"907","2023-10-31","B000668",2,2,0,0,0,2,0
"908","2023-10-31","B001311",1,1,0,0,0,1,0
"909","2023-10-31","F000470",3,1,1,0,0,3,0
"910","2023-10-31","F000472",1,0,0,0,0,1,0
"911","2023-10-31","K000394",1,1,0,0,0,1,0
"912","2023-10-31","L000564",1,0,0,0,0,1,0
"913","2023-10-31","M000871",4,3,0,0,0,4,0
"914","2023-10-31","M001204",1,1,0,0,0,1,0
"915","2023-10-31","R000614",3,1,0,0,0,3,0
"916","2023-10-31","S001145",2,0,0,0,0,2,0
"917","2023-10-31","S001176",1,1,0,0,0,1,0
"918","2023-10-31","S001212",1,0,0,0,0,1,0
"919","2023-10-31","W000822",2,0,0,0,0,2,0
"920","2023-11-01","B001224",3,2,0,0,0,3,0
"921","2023-11-01","B001278",3,0,0,0,0,3,0
"922","2023-11-01","B001309",3,2,0,0,0,3,0
"923","2023-11-01","C001091",4,4,0,0,4,0,0
"924","2023-11-01","C001116",4,4,1,0,0,4,0
"925","2023-11-01","C001118",1,1,0,0,0,1,0
"926","2023-11-01","E000071",1,1,0,0,0,1,0
"927","2023-11-01","F000465",1,1,0,0,0,1,0
"928","2023-11-01","F000469",1,1,1,0,0,1,0
"929","2023-11-01","G000553",7,3,0,0,0,7,0
"930","2023-11-01","G000591",1,1,0,0,0,1,0
"931","2023-11-01","G000595",2,1,0,0,2,0,0
"932","2023-11-01","H001072",3,1,0,0,3,0,0
"933","2023-11-01","H001085",1,0,0,0,1,0,0
"934","2023-11-01","H001093",1,1,0,0,1,0,0
"935","2023-11-01","J000302",1,0,0,0,1,0,0
"936","2023-11-01","K000009",1,0,0,0,1,0,0
"937","2023-11-01","L000599",12,7,2,0,12,0,0
"938","2023-11-01","M000317",1,0,1,0,0,1,0
"939","2023-11-01","M001135",8,6,3,0,8,0,0
"940","2023-11-01","M001157",8,5,0,0,8,0,0
"941","2023-11-01","M001199",7,4,1,0,5,2,0
"942","2023-11-01","M001226",1,0,0,0,0,1,0
"943","2023-11-01","O000086",2,1,0,0,2,0,0
"944","2023-11-01","O000175",6,1,0,0,0,6,0
"945","2023-11-01","R000610",1,1,0,0,0,1,0
"946","2023-11-01","S000344",8,3,3,1,8,0,0
"947","2023-11-01","S001190",16,10,1,0,16,0,0
"948","2023-11-01","W000798",1,1,0,0,1,0,0
"949","2023-11-02","B001278",2,2,1,0,0,0,2
"950","2023-11-02","C000059",4,2,0,0,4,0,0
"951","2023-11-02","C001066",2,1,1,0,0,0,2
"952","2023-11-02","C001103",2,0,0,0,2,0,0
"953","2023-11-02","C001116",4,4,0,0,4,0,0
"954","2023-11-02","D000216",8,5,2,0,8,0,0
"955","2023-11-02","D000399",1,1,0,0,1,0,0
"956","2023-11-02","F000462",1,0,0,0,1,0,0
"957","2023-11-02","F000470",3,2,0,0,3,0,0
"958","2023-11-02","G000377",3,2,0,0,3,0,0
"959","2023-11-02","G000565",3,3,0,0,0,3,0
"960","2023-11-02","G000596",8,1,0,0,0,8,0
"961","2023-11-02","G000599",2,1,0,0,2,0,0
"962","2023-11-02","H000874",5,3,1,0,5,0,0
"963","2023-11-02","J000298",1,0,0,0,0,0,1
"964","2023-11-02","K000009",2,0,0,0,2,0,0
"965","2023-11-02","K000392",2,0,0,0,2,0,0
"966","2023-11-02","L000397",1,1,0,0,1,0,0
"967","2023-11-02","L000578",1,0,0,0,1,0,0
"968","2023-11-02","L000599",2,1,1,0,2,0,0
"969","2023-11-02","L000600",2,1,0,0,2,0,0
"970","2023-11-02","M000312",8,4,0,0,8,0,0
"971","2023-11-02","M001135",6,2,1,0,0,6,0
"972","2023-11-02","M001143",9,5,2,0,3,0,6
"973","2023-11-02","M001222",4,2,0,0,4,0,0
"974","2023-11-02","N000002",3,1,0,0,3,0,0
"975","2023-11-02","N000190",1,0,0,0,1,0,0
"976","2023-11-02","O000175",1,0,0,0,1,0,0
"977","2023-11-02","P000597",1,0,0,0,1,0,0
"978","2023-11-02","P000617",3,2,1,0,0,0,3
"979","2023-11-02","Q000023",2,0,0,0,2,0,0
"980","2023-11-02","S000344",5,5,1,0,2,0,3
"981","2023-11-02","S000522",6,5,1,0,3,0,3
"982","2023-11-02","S001176",8,7,1,0,7,1,0
"983","2023-11-02","S001190",6,2,1,0,6,0,0
